algorithm,step,optimizer_steps,sampled_actions,pair_presentations,expected_reward,best_action_probability,entropy,kl_reference,loss,value_loss,clip_fraction,old_policy_kl,zero_group_fraction
dpo,15,15,0,180,0.7178412041316538,0.7071615862117786,0.7638628162654955,0.3347494724026142,0.4007245292759117,0.0,0.0,0.0,0.0
dpo,16,16,0,192,0.7386657772406457,0.7264406393806828,0.7315525386149817,0.3670597500531281,0.385754058198309,0.0,0.0,0.0,0.0
dpo,17,17,0,204,0.7587033721955332,0.7455315814981741,0.6985699515304045,0.4000423371377052,0.3714706639113478,0.0,0.0,0.0,0.0
dpo,18,18,0,216,0.7771670099919676,0.7632962474209648,0.6663508483755551,0.43226144029255475,0.3578577957384716,0.0,0.0,0.0,0.0
dpo,19,19,0,228,0.7934764873639246,0.778912400859962,0.6362923938881114,0.46231989477999846,0.3448952367747442,0.0,0.0,0.0,0.0
dpo,20,20,0,240,0.8076097266662028,0.7923087580098234,0.6089329317711938,0.48967935689691616,0.3325517502891541,0.0,0.0,0.0,0.0
dpo,21,21,0,252,0.8200293541971526,0.8040426704992726,0.5838210284195504,0.5147912602485594,0.32079708005474633,0.0,0.0,0.0,0.0
dpo,22,22,0,264,0.8313930375506458,0.8149126350125642,0.5599394331062946,0.5386728555618152,0.309609108138764,0.0,0.0,0.0,0.0
dpo,23,23,0,276,0.8422679584835668,0.8255912897594283,0.536264746643873,0.5623475420242366,0.2989660556215828,0.0,0.0,0.0,0.0
dpo,24,24,0,288,0.852889675834549,0.8363234389302956,0.5123322942492388,0.5862799944188711,0.2888405538738587,0.0,0.0,0.0,0.0
dpo,25,25,0,300,0.8631359187266683,0.8469016136998953,0.4884198071624395,0.6101924815056703,0.2792045865363367,0.0,0.0,0.0,0.0
dpo,26,26,0,312,0.8726991950648545,0.8568917672174374,0.46529109270645413,0.6333211959616556,0.270035082497086,0.0,0.0,0.0,0.0
dpo,27,27,0,324,0.8812965462539364,0.8659006600438668,0.4437625889023882,0.6548496997657216,0.26131128310540597,0.0,0.0,0.0,0.0
dpo,28,28,0,336,0.888826894674628,0.8737730046474128,0.4242821324567114,0.6743301562113984,0.25301028298165296,0.0,0.0,0.0,0.0
dpo,29,29,0,348,0.8954102976603759,0.8806376860512001,0.4067401959973508,0.691872092670759,0.24510815547299594,0.0,0.0,0.0,0.0
dpo,30,30,0,360,0.9013117600278662,0.8868086981915776,0.3905922420322202,0.7080200466358895,0.23758363037783284,0.0,0.0,0.0,0.0
dpo,31,31,0,372,0.9068187696064102,0.8926292985670159,0.37515507563898554,0.7234572130291244,0.23041807760959757,0.0,0.0,0.0,0.0
dpo,32,32,0,384,0.9121284935479017,0.898329781988845,0.3599244522127003,0.7386878364554095,0.22359280705550078,0.0,0.0,0.0,0.0
dpo,33,33,0,396,0.9172907798967858,0.9039563614281168,0.34477129464344436,0.7538409940246655,0.21708848032692354,0.0,0.0,0.0,0.0
dpo,34,34,0,408,0.9222300825736266,0.9093994984978591,0.3299273121461962,0.7686849765219138,0.2108869734744047,0.0,0.0,0.0,0.0
dpo,35,35,0,420,0.9268202277540047,0.9144882795877012,0.3158026606341709,0.7828096280339389,0.2049722512083271,0.0,0.0,0.0,0.0
dpo,36,36,0,432,0.9309649936286799,0.9190915521403735,0.30275191569050014,0.7958603729776097,0.19932918906060704,0.0,0.0,0.0,0.0
dpo,37,37,0,444,0.9346473796077404,0.9231793559296146,0.2909032738628081,0.8077090148053017,0.19394261034571017,0.0,0.0,0.0,0.0
dpo,38,38,0,456,0.9379327034962481,0.9268262801856997,0.2801194282083692,0.8184928604597406,0.1887978669564835,0.0,0.0,0.0,0.0
dpo,39,39,0,468,0.9409347381871085,0.9301685483788904,0.270084118976184,0.8285281696919259,0.18388164815284966,0.0,0.0,0.0,0.0
dpo,40,40,0,480,0.9437668125037125,0.93334244431779,0.26045452840673866,0.8381577602613711,0.17918173768987442,0.0,0.0,0.0,0.0
dpo,41,41,0,492,0.9465010946846569,0.9364331854766192,0.251002693086304,0.8476095955818059,0.17468632109623516,0.0,0.0,0.0,0.0
dpo,42,42,0,504,0.9491524604801194,0.9394547255366644,0.24168444187282673,0.8569278467952831,0.1703839273704301,0.0,0.0,0.0,0.0
dpo,43,43,0,516,0.9516898078094205,0.942363975724255,0.2326163335059514,0.8659959551621585,0.1662638539932466,0.0,0.0,0.0,0.0
dpo,44,44,0,528,0.9540647573746359,0.9450967687564787,0.2239856502816235,0.8746266383864862,0.16231628327114014,0.0,0.0,0.0,0.0
dpo,45,45,0,540,0.9562416235605722,0.9476053530460498,0.21594496162901666,0.882667327039093,0.15853197538381913,0.0,0.0,0.0,0.0
dpo,46,46,0,552,0.9582152668717631,0.9498806642040565,0.20854102518921883,0.890071263478891,0.15490205624681322,0.0,0.0,0.0,0.0
dpo,47,47,0,564,0.9600120237959522,0.951953392650918,0.20170213389399116,0.8969101547741185,0.1514181215533374,0.0,0.0,0.0,0.0
dpo,48,48,0,576,0.9616769519546624,0.9538779324534951,0.19527860134189656,0.903333687326213,0.14807236667393534,0.0,0.0,0.0,0.0
dpo,49,49,0,588,0.9632552583400885,0.9557090772703886,0.1891105318505784,0.9095017568175313,0.144857518888218,0.0,0.0,0.0,0.0
dpo,50,50,0,600,0.9647768375945112,0.9574826383290888,0.1830891693782832,0.9155231192898265,0.14176669605750292,0.0,0.0,0.0,0.0
dpo,51,51,0,612,0.9662498994867669,0.9592074576698641,0.17718653057700678,0.9214257580911029,0.13879337227476274,0.0,0.0,0.0,0.0
dpo,52,52,0,624,0.9676645733870266,0.9608699138872561,0.1714464414654654,0.9271658472026443,0.13593141913073292,0.0,0.0,0.0,0.0
dpo,53,53,0,636,0.9690031113961973,0.9624466820758482,0.16594726293364437,0.9326650257344652,0.13317510684776454,0.0,0.0,0.0,0.0
dpo,54,54,0,648,0.9702511796042934,0.9639188481166869,0.16075688158425014,0.9378554070838597,0.13051905378106854,0.0,0.0,0.0,0.0
dpo,55,55,0,660,0.9714053039307762,0.9652812055897714,0.15590045535317532,0.9427118333149346,0.12795818548269408,0.0,0.0,0.0,0.0
dpo,56,56,0,672,0.9724742355368612,0.9665439434724816,0.15135189699956605,0.9472603916685436,0.1254877217971827,0.0,0.0,0.0,0.0
dpo,57,57,0,684,0.9734749254819666,0.967727592061166,0.1470482437335467,0.951564044934563,0.12310316561072242,0.0,0.0,0.0,0.0
dpo,58,58,0,696,0.9744257719080103,0.9688545616714739,0.1429170926660951,0.9556951960020149,0.12080028557519314,0.0,0.0,0.0,0.0
dpo,59,59,0,708,0.9753404460732208,0.9699414105646007,0.13890341728003627,0.9597088713880735,0.11857510314018227,0.0,0.0,0.0,0.0
dpo,60,60,0,720,0.9762247251783235,0.9709948777543013,0.1349847536621923,0.9636275350059174,0.11642387953669615,0.0,0.0,0.0,0.0
dpo,61,61,0,732,0.9770769952726452,0.9720125081843951,0.13117076718816517,0.9674415214799446,0.11434309235470035,0.0,0.0,0.0,0.0
dpo,62,62,0,744,0.9778914971051391,0.9729867087901684,0.1274902106192493,0.9711220780488605,0.11232941257077296,0.0,0.0,0.0,0.0
dpo,63,63,0,756,0.9786625044961677,0.9739099701242835,0.12397272813867564,0.9746395605294342,0.1103796989237638,0.0,0.0,0.0,0.0
dpo,64,64,0,768,0.9793875974093906,0.9747789549603194,0.12063375436677472,0.9779785343013352,0.10849100051855569,0.0,0.0,0.0,0.0
dpo,65,65,0,780,0.9800689173586068,0.9755960632624633,0.11746797977138893,0.9811443088967209,0.10666054453903183,0.0,0.0,0.0,0.0
dpo,66,66,0,792,0.9807123115790237,0.9763683572329387,0.11445240584799743,0.9841598828201122,0.10488570962279746,0.0,0.0,0.0,0.0
dpo,67,67,0,804,0.9813251153425631,0.9771047841294556,0.11155605279925342,0.9870562358688566,0.10316400935927887,0.0,0.0,0.0,0.0
dpo,68,68,0,816,0.9819137260010163,0.9778131396350802,0.10875122108176297,0.9898610675863467,0.10149309571995087,0.0,0.0,0.0,0.0
dpo,69,69,0,828,0.9824819799908916,0.9784980361800324,0.10602150473044403,0.9925907839376658,0.09987076273056394,0.0,0.0,0.0,0.0
dpo,70,70,0,840,0.9830308013178584,0.9791604617424277,0.10336403142432252,0.9952482572437871,0.0982949322227523,0.0,0.0,0.0,0.0
dpo,71,71,0,852,0.9835589914610643,0.979798766143201,0.10078618174245599,0.9978261069256538,0.09676363185408633,0.0,0.0,0.0,0.0
dpo,72,72,0,864,0.9840646314185656,0.9804104127766585,0.09829908487495226,1.0003132037931577,0.09527498675599146,0.0,0.0,0.0,0.0
dpo,73,73,0,876,0.9845464462883164,0.980993683428091,0.09591097759024544,1.0027013110778644,0.09382722531365532,0.0,0.0,0.0,0.0
dpo,74,74,0,888,0.9850046237966165,0.9815487002956059,0.09362299621390052,1.0049892924542094,0.09241868009860273,0.0,0.0,0.0,0.0
dpo,75,75,0,900,0.9854408835692428,0.9820775112455382,0.09142856129326575,1.007183727374844,0.09104777454386603,0.0,0.0,0.0,0.0
dpo,76,76,0,912,0.9858579191485315,0.9825833909521176,0.08931592016228554,1.009296368505824,0.08971300756753393,0.0,0.0,0.0,0.0
dpo,77,77,0,924,0.98625855495102,0.9830697858324404,0.08727226505005792,1.0113400236180516,0.0884129501733003,0.0,0.0,0.0,0.0
dpo,78,78,0,936,0.9866450043143885,0.9835393855776307,0.08528752380747043,1.0133247648606394,0.08714625018781835,0.0,0.0,0.0,0.0
dpo,79,79,0,948,0.9870184914519182,0.9839936498303004,0.08335643557777524,1.0152558530903346,0.08591163115440531,0.0,0.0,0.0,0.0
dpo,80,80,0,960,0.9873792998167416,0.9844328680877306,0.08147848179903491,1.0171338068690747,0.08470788176078221,0.0,0.0,0.0,0.0
dpo,81,81,0,972,0.9877271369538683,0.984856615343767,0.07965613597979668,1.0189561526883129,0.08353384587503691,0.0,0.0,0.0,0.0
dpo,82,82,0,984,0.988061616904286,0.9852643547186657,0.07789241126160626,1.0207198774065036,0.08238842127588562,0.0,0.0,0.0,0.0
dpo,83,83,0,996,0.9883826616227995,0.985655938850363,0.07618874261484454,1.0224235460532654,0.08127056264504777,0.0,0.0,0.0,0.0
dpo,84,84,0,1008,0.9886906921268048,0.9860318484252562,0.07454391648852636,1.0240683721795834,0.08017927975606905,0.0,0.0,0.0,0.0
dpo,85,85,0,1020,0.9889865824497999,0.98639313420195,0.07295423720368885,1.0256580514644211,0.07911362988650665,0.0,0.0,0.0,0.0
dpo,86,86,0,1032,0.9892714434675687,0.9867411463900029,0.07141461935497853,1.0271976693131313,0.07807271147935006,0.0,0.0,0.0,0.0
dpo,87,87,0,1044,0.9895463549163687,0.9870771993101998,0.06992000436523514,1.0286922843028745,0.07705566351325722,0.0,0.0,0.0,0.0
dpo,88,88,0,1056,0.989812158154041,0.9874023120407729,0.06846650049295189,1.030145788175158,0.0760616671030895,0.0,0.0,0.0,0.0
dpo,89,89,0,1068,0.990069372693893,0.9877171038370498,0.06705188424037316,1.0315604044277367,0.0750899437916469,0.0,0.0,0.0,0.0
dpo,90,90,0,1080,0.9903182378806143,0.9880218460243633,0.06567542333592383,1.0329368653321858,0.07413975041307448,0.0,0.0,0.0,0.0
dpo,91,91,0,1092,0.9905588356109496,0.9883166152263186,0.06433723701006056,1.0342750516580492,0.07321037499056991,0.0,0.0,0.0,0.0
dpo,92,92,0,1104,0.99079123238143,0.9886014707668964,0.06303752358665528,1.0355747650814544,0.07230113618065637,0.0,0.0,0.0,0.0
dpo,93,93,0,1116,0.9910155866511711,0.9888765887224436,0.06177595831431072,1.036836330353799,0.07141138399057688,0.0,0.0,0.0,0.0
dpo,94,94,0,1128,0.9912321915979196,0.9891423152184327,0.06055143858935716,1.0380608500787527,0.07054049845895517,0.0,0.0,0.0,0.0
dpo,95,95,0,1140,0.9914414528781161,0.989399138486314,0.05936219080553788,1.0392500978625718,0.06968788629303951,0.0,0.0,0.0,0.0
dpo,96,96,0,1152,0.9916438250395289,0.9896476092453166,0.05820611640477864,1.040406172263331,0.06885297812978997,0.0,0.0,0.0,0.0
dpo,97,97,0,1164,0.9918397405687349,0.9898882518908715,0.05708119143799895,1.0415310972301108,0.06803522792468306,0.0,0.0,0.0,0.0
dpo,98,98,0,1176,0.9920295602147575,0.9901215022930064,0.05598575690778344,1.0426265317603263,0.0672341131657146,0.0,0.0,0.0,0.0
dpo,99,99,0,1188,0.9922135576319822,0.9903476885077835,0.054918619525079725,1.04369366914303,0.06644913394845517,0.0,0.0,0.0,0.0
dpo,100,100,0,1200,0.9923919347569266,0.9905670499174062,0.05387897550362998,1.04473331316448,0.06567981081744909,0.0,0.0,0.0,0.0
dpo,101,101,0,1212,0.9925648539087355,0.9907797772832593,0.05286623262903552,1.0457460560390743,0.06492568288717965,0.0,0.0,0.0,0.0
dpo,102,102,0,1224,0.9927324705000775,0.9909860535677132,0.05187982273043974,1.0467324659376702,0.06418630719890382,0.0,0.0,0.0,0.0
dpo,103,103,0,1236,0.9928949545063912,0.9911860807081283,0.05091907548002754,1.0476932131880825,0.06346125866337154,0.0,0.0,0.0,0.0
dpo,104,104,0,1248,0.993052496089748,0.9913800865878815,0.049983183292740846,1.048629105375369,0.06275012943598408,0.0,0.0,0.0,0.0
dpo,105,105,0,1260,0.9932052978958154,0.9915683153526782,0.04907124488121975,1.0495410437868902,0.06205252754760147,0.0,0.0,0.0,0.0
dpo,106,106,0,1272,0.9933535611678512,0.9917510100024447,0.04818234680334081,1.0504299418647687,0.06136807559697941,0.0,0.0,0.0,0.0
dpo,107,107,0,1284,0.9934974736259526,0.9919283971943388,0.047315636458824986,1.0512966522092848,0.06069641012951941,0.0,0.0,0.0,0.0
dpo,108,108,0,1296,0.993637204278915,0.9921006807159469,0.0464703552977659,1.052141933370344,0.060037181441235744,0.0,0.0,0.0,0.0
dpo,109,109,0,1308,0.9937729058116933,0.9922680444319414,0.045645827088449276,1.0529664615796606,0.05939005315021828,0.0,0.0,0.0,0.0
dpo,110,110,0,1320,0.9939047213947472,0.9924306607613869,0.0448414188027164,1.0537708698653931,0.05875470133231936,0.0,0.0,0.0,0.0
dpo,111,111,0,1332,0.9940327913574334,0.9925886989877832,0.04405650101118994,1.05455578765692,0.05813081361039087,0.0,0.0,0.0,0.0
dpo,112,112,0,1344,0.9941572562504698,0.9927423290576985,0.0432904292859305,1.0553218593821794,0.05751808859796085,0.0,0.0,0.0,0.0
dpo,113,113,0,1356,0.9942782552733298,0.9928917195876098,0.04254255384498182,1.0560697348231278,0.05691623564111342,0.0,0.0,0.0,0.0
dpo,114,114,0,1368,0.994395921458306,0.9930370318185737,0.04181224974675356,1.056800038921356,0.056324974505944425,0.0,0.0,0.0,0.0
dpo,115,115,0,1380,0.9945103764050536,0.993178413010996,0.04109895068782612,1.0575133379802837,0.055744034828875154,0.0,0.0,0.0,0.0
dpo,116,116,0,1392,0.9946217273879644,0.9933159928073991,0.04040216865519781,1.058210120012912,0.05517315548673685,0.0,0.0,0.0,0.0
dpo,117,117,0,1404,0.9947300684764486,0.9934498846131726,0.03972148867265992,1.0588907999954498,0.05461208412871956,0.0,0.0,0.0,0.0
dpo,118,118,0,1416,0.9948354854701515,0.9935801917476355,0.03905653927550759,1.0595557493926022,0.05406057690294102,0.0,0.0,0.0,0.0
dpo,119,119,0,1428,0.9949380627448328,0.9937070159848189,0.03840695019099297,1.0602053384771168,0.05351839820871471,0.0,0.0,0.0,0.0
dpo,120,120,0,1440,0.9950378892642915,0.993830465052959,0.0377723143394775,1.0608399743286323,0.052985320336784214,0.0,0.0,0.0,0.0
