algorithm,step,optimizer_steps,sampled_actions,pair_presentations,expected_reward,best_action_probability,entropy,kl_reference,loss,value_loss,clip_fraction,old_policy_kl,zero_group_fraction,dpo_training_loss,dpo_clean_loss
dpo,13,13,0,156,0.17463842525189302,0.22621618826194234,0.8928225225577743,0.20578976611033536,0.49792504034218915,0.0,0.0,0.0,0.0,0.48559587637258295,0.7403323786104888
dpo,14,14,0,168,0.16988740580303868,0.21973895887438616,0.870632319156457,0.2279799695116528,0.48559587637258295,0.0,0.0,0.0,0.0,0.47383003178636524,0.7460048098003987
dpo,15,15,0,180,0.1641147779477516,0.21264567285476588,0.8475928038181822,0.2510194848499274,0.47383003178636524,0.0,0.0,0.0,0.0,0.46260254609203405,0.7528881423210242
dpo,16,16,0,192,0.15731607149002763,0.20493014047274816,0.8234390045932454,0.27517328407486447,0.46260254609203405,0.0,0.0,0.0,0.0,0.45189016205715254,0.761039751492056
dpo,17,17,0,204,0.15009212459915083,0.19708665411672355,0.7987286154395569,0.2998836732285527,0.45189016205715254,0.0,0.0,0.0,0.0,0.44168017091264583,0.7700192606273003
dpo,18,18,0,216,0.14318639990140458,0.1897271884757443,0.7745094785933914,0.32410281007471836,0.44168017091264583,0.0,0.0,0.0,0.0,0.4319580235960765,0.7791919484850266
dpo,19,19,0,228,0.13714842397879612,0.18328754933398625,0.751848689000187,0.34676359966792286,0.4319580235960765,0.0,0.0,0.0,0.0,0.4227006887492108,0.7880084061652987
dpo,20,20,0,240,0.13207897424075354,0.17781291796271353,0.731215874816208,0.36739641385190186,0.4227006887492108,0.0,0.0,0.0,0.0,0.4138849236564917,0.7963031464508257
dpo,21,21,0,252,0.1276951472420192,0.17302960627630173,0.7123321284254425,0.38628016024266726,0.4138849236564917,0.0,0.0,0.0,0.0,0.4054937274663836,0.8043025776375909
dpo,22,22,0,264,0.12356242165604216,0.16854556309930097,0.6944653812573693,0.4041469074107404,0.4054937274663836,0.0,0.0,0.0,0.0,0.39751116639365147,0.812428983035579
dpo,23,23,0,276,0.11930597008710576,0.1640362713593133,0.6768309868952395,0.4217813017728702,0.39751116639365147,0.0,0.0,0.0,0.0,0.38991717504043416,0.8210757425317716
dpo,24,24,0,288,0.11478739272487146,0.15939514196682275,0.6590155915846478,0.43959669708346205,0.38991717504043416,0.0,0.0,0.0,0.0,0.3826904611447484,0.8303983792052687
dpo,25,25,0,300,0.1101340145188047,0.1547423328851683,0.6411590842200183,0.45745320444809145,0.3826904611447484,0.0,0.0,0.0,0.0,0.3758132662469471,0.84025852887089
dpo,26,26,0,312,0.10561546582874717,0.1503089682177519,0.623795928862394,0.47481635980571557,0.3758132662469471,0.0,0.0,0.0,0.0,0.36927016470899404,0.8503257228443095
dpo,27,27,0,324,0.10148949513999218,0.1463023236017993,0.6075465476039088,0.49106574106420087,0.36927016470899404,0.0,0.0,0.0,0.0,0.3630444078852197,0.8602392183379056
dpo,28,28,0,336,0.09788467674219538,0.14280753193734008,0.5928011281681949,0.5058111604999149,0.3630444078852197,0.0,0.0,0.0,0.0,0.35711802587301916,0.8697750199284515
dpo,29,29,0,348,0.09476287808961859,0.13976570180715198,0.579545085315308,0.5190672033528017,0.35711802587301916,0.0,0.0,0.0,0.0,0.351474686478892,0.8789338542287801
dpo,30,30,0,360,0.09196788635277357,0.13702467007533664,0.5674158083021305,0.5311964803659792,0.351474686478892,0.0,0.0,0.0,0.0,0.346100348694456,0.8879040409005334
dpo,31,31,0,372,0.08931244640320338,0.1344176153148939,0.5559070263229238,0.542705262345186,0.346100348694456,0.0,0.0,0.0,0.0,0.3409812994726124,0.8969444040145059
dpo,32,32,0,384,0.08666090135327839,0.1318343653430278,0.544603234246242,0.5540090544218678,0.3409812994726124,0.0,0.0,0.0,0.0,0.33610317431426084,0.9062500853488817
dpo,33,33,0,396,0.0839775226695123,0.1292567224384768,0.5333471147811418,0.565265173886968,0.33610317431426084,0.0,0.0,0.0,0.0,0.331452155730336,0.9158628944446212
dpo,34,34,0,408,0.08132031970975716,0.12674390036381833,0.522262002461356,0.576350286206754,0.331452155730336,0.0,0.0,0.0,0.0,0.32701604130926337,0.925666112969914
dpo,35,35,0,420,0.07879215752618879,0.12438507664936606,0.5116374968637721,0.5869747918043375,0.32701604130926337,0.0,0.0,0.0,0.0,0.3227836273236381,0.9354523586683624
dpo,36,36,0,432,0.07648253291069124,0.12224878378040333,0.5017596860796434,0.5968526025884664,0.3227836273236381,0.0,0.0,0.0,0.0,0.31874371880230323,0.9450241089859089
dpo,37,37,0,444,0.07442769898208929,0.12035233155669793,0.4927709020016071,0.6058413866665027,0.31874371880230323,0.0,0.0,0.0,0.0,0.3148852655149424,0.9542796756406102
dpo,38,38,0,456,0.07260198880986475,0.11866034542116977,0.4846158251616097,0.6139964635065001,0.3148852655149424,0.0,0.0,0.0,0.0,0.31119810956818106,0.9632458700484575
dpo,39,39,0,468,0.07093747084475596,0.11710641124061122,0.47708480401340475,0.621527484654705,0.31119810956818106,0.0,0.0,0.0,0.0,0.3076730907728967,0.972048159618592
dpo,40,40,0,480,0.06935754237767834,0.11562397259990023,0.4699178286643467,0.628694460003763,0.3076730907728967,0.0,0.0,0.0,0.0,0.30430149365220016,0.9808399046553763
dpo,41,41,0,492,0.06780789057989473,0.11417192373178517,0.46291378140419637,0.6356985072639134,0.30430149365220016,0.0,0.0,0.0,0.0,0.301074757714941,0.9897280725873411
dpo,42,42,0,504,0.06627275031317256,0.11274467784262228,0.4559984306235764,0.6426138580445333,0.301074757714941,0.0,0.0,0.0,0.0,0.29798474916575685,0.9987295680180209
dpo,43,43,0,516,0.06477192119685914,0.11136500990616158,0.4492274510435375,0.6493848376245722,0.29798474916575685,0.0,0.0,0.0,0.0,0.2950240362027127,1.0077732903577965
dpo,44,44,0,528,0.06334300305823262,0.11006604874521352,0.44273217423515376,0.6558801144329559,0.2950240362027127,0.0,0.0,0.0,0.0,0.292185754650183,1.0167410415719729
dpo,45,45,0,540,0.06201964306009497,0.10887253634374212,0.4366420767695291,0.6619702118985806,0.292185754650183,0.0,0.0,0.0,0.0,0.28946332635741856,1.0255244869580071
dpo,46,46,0,552,0.06081608548822238,0.10778972431695787,0.43102213415030255,0.6675901545178071,0.28946332635741856,0.0,0.0,0.0,0.0,0.2868504198637755,1.0340708235275875
dpo,47,47,0,564,0.05972300505595089,0.10680288199891386,0.42584848478028986,0.6727638038878198,0.2868504198637755,0.0,0.0,0.0,0.0,0.28434110925954004,1.0423986713906215
dpo,48,48,0,576,0.05871396648410611,0.10588535824863587,0.4210258992002761,0.6775863894678334,0.28434110925954004,0.0,0.0,0.0,0.0,0.2819299384273274,1.0505810179115187
dpo,49,49,0,588,0.05775777372233672,0.10501025613652819,0.4164326451452571,0.6821796435228527,0.2819299384273274,0.0,0.0,0.0,0.0,0.279611803907539,1.0587065195201706
dpo,50,50,0,600,0.05683048499391209,0.10416013185486267,0.41196910042355994,0.6866431882445498,0.279611803907539,0.0,0.0,0.0,0.0,0.2773818328005863,1.0668390874565252
dpo,51,51,0,612,0.05592233250256601,0.10333098541911134,0.4075895582656023,0.6910227304025074,0.2773818328005863,0.0,0.0,0.0,0.0,0.27523538946467446,1.074993678384904
dpo,52,52,0,624,0.05503772871762295,0.10253000192889819,0.40330709345483334,0.6953051952132763,0.27523538946467446,0.0,0.0,0.0,0.0,0.273168145158254,1.0831362438971053
dpo,53,53,0,636,0.054189549789701814,0.10176916873433439,0.39917358751599025,0.6994387011521193,0.273168145158254,0.0,0.0,0.0,0.0,0.27117608384919384,1.0912046796173287
dpo,54,54,0,648,0.05339111107842373,0.10105822092938302,0.39524734019133595,0.7033649484767739,0.27117608384919384,0.0,0.0,0.0,0.0,0.26925543231070576,1.0991391091109097
dpo,55,55,0,660,0.052649618594489626,0.10040000015956947,0.3915640012428466,0.7070482874252632,0.26925543231070576,0.0,0.0,0.0,0.0,0.2674026014070093,1.106907203643064
dpo,56,56,0,672,0.051963428849308754,0.09978961994024424,0.38812199872446773,0.7104902899436418,0.2674026014070093,0.0,0.0,0.0,0.0,0.2656141907419819,1.1145145913035412
dpo,57,57,0,684,0.051323431209884446,0.09921700097180958,0.38488569784768845,0.7137265908204213,0.2656141907419819,0.0,0.0,0.0,0.0,0.26388701947096455,1.121998077424475
dpo,58,58,0,696,0.05071719208258463,0.09867110744786384,0.3818019217217168,0.7168103669463931,0.26388701947096455,0.0,0.0,0.0,0.0,0.2622181227616965,1.129406699607312
dpo,59,59,0,708,0.05013365931794712,0.09814381570668695,0.3788207752854798,0.7197915133826298,0.2622181227616965,0.0,0.0,0.0,0.0,0.26060470983461864,1.1367802375073028
dpo,60,60,0,720,0.04956647244622954,0.09763189811899203,0.37591174223478596,0.7227005464333237,0.26060470983461864,0.0,0.0,0.0,0.0,0.25904412904035695,1.144134577050795
dpo,61,61,0,732,0.049014884670495085,0.09713670984967174,0.37306965208124393,0.7255426365868657,0.25904412904035695,0.0,0.0,0.0,0.0,0.2575338691426599,1.151458957847195
dpo,62,62,0,744,0.04848238307383757,0.0966621605255394,0.3703098888561208,0.728302399811989,0.2575338691426599,0.0,0.0,0.0,0.0,0.2560715760824061,1.1587245503649946
dpo,63,63,0,756,0.047973956870629234,0.09621210413543675,0.3676564941142908,0.730955794553819,0.2560715760824061,0.0,0.0,0.0,0.0,0.25465504885859264,1.165899266260946
dpo,64,64,0,768,0.04749333638231469,0.09578829643292772,0.36512908711423825,0.7334832015538716,0.25465504885859264,0.0,0.0,0.0,0.0,0.25328221143616175,1.1729617976866875
dpo,65,65,0,780,0.047041283021415206,0.09538961467212231,0.3627339285152439,0.7358783601528659,0.25328221143616175,0.0,0.0,0.0,0.0,0.25195108974953534,1.1799092858129256
dpo,66,66,0,792,0.04661538230935376,0.09501259723232713,0.3604618352050776,0.7381504534630321,0.25195108974953534,0.0,0.0,0.0,0.0,0.2506598127670692,1.1867564900565124
dpo,67,67,0,804,0.04621112183503665,0.09465283384669508,0.35829251287117025,0.7403197757969397,0.2506598127670692,0.0,0.0,0.0,0.0,0.2494066230760743,1.1935280020354417
dpo,68,68,0,816,0.045823580987531885,0.09430648486989804,0.3562024542175379,0.7424098344505717,0.2494066230760743,0.0,0.0,0.0,0.0,0.24818987261711145,1.2002476234799957
dpo,69,69,0,828,0.04544896714448592,0.09397129747702505,0.35417272780550657,0.7444395608626031,0.24818987261711145,0.0,0.0,0.0,0.0,0.24700800277646984,1.2069296023883036
dpo,70,70,0,840,0.04508546148967778,0.09364682629965217,0.35219377447855005,0.7464185141895596,0.24700800277646984,0.0,0.0,0.0,0.0,0.24585952931569088,1.213574943460762
dpo,71,71,0,852,0.044733200825318474,0.09333394029098016,0.3502659793801195,0.7483463092879902,0.24585952931569088,0.0,0.0,0.0,0.0,0.24474304383802784,1.2201734842288896
dpo,72,72,0,864,0.044393562506172324,0.09303394705024391,0.3483965343820651,0.7502157542860448,0.24474304383802784,0.0,0.0,0.0,0.0,0.24365722046683272,1.226710049623511
dpo,73,73,0,876,0.0440681434064593,0.0927477408330724,0.3465943917890066,0.7520178968791031,0.24365722046683272,0.0,0.0,0.0,0.0,0.2426008116600562,1.23317162869039
dpo,74,74,0,888,0.043757867804479676,0.0924752921189526,0.344865520446922,0.7537467682211878,0.2426008116600562,0.0,0.0,0.0,0.0,0.2415726342105331,1.23955259281707
dpo,75,75,0,900,0.04346252939451585,0.09221560559353598,0.34321016725156567,0.7554021214165441,0.2415726342105331,0.0,0.0,0.0,0.0,0.24057155961492296,1.2458562411086902
dpo,76,76,0,912,0.043180850717441856,0.09196707010124797,0.341622765889927,0.7569895227781827,0.24057155961492296,0.0,0.0,0.0,0.0,0.23959651545642732,1.252092658239652
dpo,77,77,0,924,0.042910932799375696,0.0917279865437075,0.34009402787720944,0.7585182607909001,0.23959651545642732,0.0,0.0,0.0,0.0,0.23864648934384605,1.2582742861303224
dpo,78,78,0,936,0.042650850158816964,0.09149703231817045,0.33861403634035725,0.7599982523277526,0.23864648934384605,0.0,0.0,0.0,0.0,0.23772052527937448,1.26441127623517
dpo,79,79,0,948,0.04239914884364537,0.09127349806790072,0.33717504430383094,0.761437244364279,0.23772052527937448,0.0,0.0,0.0,0.0,0.23681771410785726,1.2705084446573565
dpo,80,80,0,960,0.042155093750289335,0.0910572577751756,0.3357730511992021,0.7628392374689075,0.23681771410785726,0.0,0.0,0.0,0.0,0.23593718738279448,1.2765647337105432
dpo,81,81,0,972,0.04191862911174945,0.09084854100200652,0.33440783118425305,0.7642044574838566,0.23593718738279448,0.0,0.0,0.0,0.0,0.23507811828123204,1.2825749735410557
dpo,82,82,0,984,0.04169011971989233,0.09064763168592771,0.33308167628309926,0.7655306123850105,0.23507811828123204,0.0,0.0,0.0,0.0,0.23423972375202054,1.2885328915208325
dpo,83,83,0,996,0.041470003265650146,0.09045461760307684,0.3317975182009079,0.7668147704672019,0.23423972375202054,0.0,0.0,0.0,0.0,0.2334212617129742,1.2944340166901613
dpo,84,84,0,1008,0.0412584916630849,0.09026927128563333,0.3305571958267929,0.7680550928413168,0.2334212617129742,0.0,0.0,0.0,0.0,0.23262202471700988,1.3002774036774474
dpo,85,85,0,1020,0.04105541598948524,0.09009107918565658,0.329360445871935,0.7692518427961749,0.23262202471700988,0.0,0.0,0.0,0.0,0.23184133595141074,1.3060657392966826
dpo,86,86,0,1032,0.04086023976052303,0.0899193771292914,0.328204829708232,0.7704074589598777,0.23184133595141074,0.0,0.0,0.0,0.0,0.2310785496203419,1.3118040772171804
dpo,87,87,0,1044,0.04067220048827509,0.08975351808699139,0.3270864389653795,0.7715258497027301,0.2310785496203419,0.0,0.0,0.0,0.0,0.23033305202196197,1.3174979128395925
dpo,88,88,0,1056,0.04049050401562826,0.08959300191145854,0.326000987041211,0.7726113016268987,0.23033305202196197,0.0,0.0,0.0,0.0,0.2296042595759552,1.3231514302562115
dpo,89,89,0,1068,0.0403144959353075,0.08943752766397492,0.3249448478773675,0.7736674407907422,0.2296042595759552,0.0,0.0,0.0,0.0,0.22889161470662778,1.3287665395672876
dpo,90,90,0,1080,0.040143759085618826,0.08928696769666068,0.3239157119076667,0.7746965767604429,0.22889161470662778,0.0,0.0,0.0,0.0,0.2281945831332555,1.3343429150497486
dpo,91,91,0,1092,0.03997812033693381,0.08914129107313734,0.32291271637912305,0.7756995722889866,0.2281945831332555,0.0,0.0,0.0,0.0,0.22751265383580221,1.3398788325681998
dpo,92,92,0,1104,0.039817581668226056,0.08900047491418936,0.32193610128339517,0.7766761873847146,0.22751265383580221,0.0,0.0,0.0,0.0,0.2268453395282138,1.3453723443826828
dpo,93,93,0,1116,0.03966221186636026,0.08886443742860908,0.32098658615229875,0.777625702515811,0.2268453395282138,0.0,0.0,0.0,0.0,0.22619217536066014,1.3508222928570621
dpo,94,94,0,1128,0.039512041279048116,0.08873301132516416,0.32006471968589095,0.778547568982219,0.22619217536066014,0.0,0.0,0.0,0.0,0.22555271628076265,1.3562288239532736
dpo,95,95,0,1140,0.039366992903705704,0.08860595784029111,0.3191704170594739,0.7794418716086358,0.22555271628076265,0.0,0.0,0.0,0.0,0.22492653513546287,1.3615933160213256
dpo,96,96,0,1152,0.03922686431003817,0.0884830065933502,0.31830279700116587,0.7803094916669439,0.22492653513546287,0.0,0.0,0.0,0.0,0.22431322237764162,1.3669178725708082
dpo,97,97,0,1164,0.039091355232606186,0.0883639000265039,0.3174603114548096,0.7811519772133002,0.22431322237764162,0.0,0.0,0.0,0.0,0.22371238620632672,1.3722046573794195
dpo,98,98,0,1176,0.03896012248072161,0.08824842452910432,0.316641070266349,0.7819712184017606,0.22371238620632672,0.0,0.0,0.0,0.0,0.22312365174853743,1.3774553500045037
dpo,99,99,0,1188,0.038832839812324924,0.08813642009899336,0.3158432244363061,0.7827690642318036,0.22312365174853743,0.0,0.0,0.0,0.0,0.22254665938733834,1.3826708956748446
dpo,100,100,0,1200,0.03870924399691589,0.08802777078737634,0.3150652817958966,0.7835470068722132,0.22254665938733834,0.0,0.0,0.0,0.0,0.2219810634076206,1.3878515754263763
dpo,101,101,0,1212,0.03858915614403393,0.08792238468850559,0.31430627263836297,0.7843060160297468,0.2219810634076206,0.0,0.0,0.0,0.0,0.22142653157827305,1.3929972953168048
dpo,102,102,0,1224,0.038472476496322745,0.08782017354768082,0.31356574121440084,0.7850465474537089,0.22142653157827305,0.0,0.0,0.0,0.0,0.2208827451080698,1.3981079323927759
dpo,103,103,0,1236,0.038359158875947354,0.08772103939535533,0.31284359441714416,0.7857686942509657,0.2208827451080698,0.0,0.0,0.0,0.0,0.22034939813555368,1.4031835906289896
dpo,104,104,0,1248,0.03824917586219718,0.08762487108324164,0.31213987628704337,0.7864724123810665,0.22034939813555368,0.0,0.0,0.0,0.0,0.21982619668097078,1.4082246904715185
dpo,105,105,0,1260,0.03814248649103305,0.0875315491462867,0.31145454729289057,0.7871577413752193,0.21982619668097078,0.0,0.0,0.0,0.0,0.21931285767917466,1.4132319008862233
dpo,106,106,0,1272,0.03803901523311625,0.08744095452387804,0.3107873317453294,0.7878249569227802,0.21931285767917466,0.0,0.0,0.0,0.0,0.21880910853253308,1.4182059850651825
dpo,107,107,0,1284,0.03793864598560966,0.08735297617194407,0.31013766518149394,0.7884746234866158,0.21880910853253308,0.0,0.0,0.0,0.0,0.21831468696602419,1.4231476497975721
dpo,108,108,0,1296,0.03784122988460216,0.08726751433680123,0.30950473938691375,0.7891075492811959,0.21831468696602419,0.0,0.0,0.0,0.0,0.2178293406979249,1.4280574654610916
dpo,109,109,0,1308,0.03774660230280697,0.08718447909013893,0.30888761628372796,0.7897246723843818,0.2178293406979249,0.0,0.0,0.0,0.0,0.21735282678749576,1.4329358766903324
dpo,110,110,0,1320,0.03765460287577739,0.08710378609775342,0.30828536816577706,0.7903269205023324,0.21735282678749576,0.0,0.0,0.0,0.0,0.21688491095270254,1.437783277263706
dpo,111,111,0,1332,0.03756509263789825,0.08702535247194912,0.3076972012408419,0.790915087427268,0.21688491095270254,0.0,0.0,0.0,0.0,0.216425367152887,1.4426000964319827
dpo,112,112,0,1344,0.03747796397720264,0.08694909488015215,0.30712253008729584,0.791489758580814,0.216425367152887,0.0,0.0,0.0,0.0,0.2159739773943529,1.4473868460908914
dpo,113,113,0,1356,0.03739314162785359,0.08687493054988882,0.3065609885269056,0.792051300141204,0.2159739773943529,0.0,0.0,0.0,0.0,0.2155305314984075,1.4521441039630059
dpo,114,114,0,1368,0.03731057560807659,0.08680278029991739,0.3060123820953109,0.7925999065727987,0.2155305314984075,0.0,0.0,0.0,0.0,0.2150948266933033,1.4568724428189312
dpo,115,115,0,1380,0.03723022910620837,0.08673257185085545,0.30547660298168305,0.7931356856864267,0.2150948266933033,0.0,0.0,0.0,0.0,0.2146666671415912,1.461572342921553
dpo,116,116,0,1392,0.03715206527680662,0.08666424165091423,0.3049535359388061,0.7936587527293035,0.2146666671415912,0.0,0.0,0.0,0.0,0.21424586358342335,1.466244132712233
dpo,117,117,0,1404,0.03707603663636015,0.0865977341915432,0.3044429822532161,0.7941693064148936,0.21424586358342335,0.0,0.0,0.0,0.0,0.21383223312727373,1.470887989316158
dpo,118,118,0,1416,0.03700207954425562,0.08653299893686829,0.3039446203124498,0.7946676683556599,0.21383223312727373,0.0,0.0,0.0,0.0,0.21342559906711747,1.4755040031575881
dpo,119,119,0,1428,0.036930114595430684,0.08646998605746933,0.30345800905221026,0.7951542796158996,0.21342559906711747,0.0,0.0,0.0,0.0,0.2130257906192711,1.4800922824882965
dpo,120,120,0,1440,0.03686005209997253,0.08640864268433518,0.30298262823823907,0.7956296604298707,0.2130257906192711,0.0,0.0,0.0,0.0,0.21263264259986622,1.4846530560349709
