algorithm,step,optimizer_steps,sampled_actions,pair_presentations,expected_reward,best_action_probability,entropy,kl_reference,loss,value_loss,clip_fraction,old_policy_kl,zero_group_fraction
grpo,22,88,2816,0,0.993176277054232,0.9943813794086216,0.03814597759947109,1.0604663110686385,0.0303370638605242,0.0,0.0,2.0902419663054342e-05,0.9375
grpo,23,92,2944,0,0.9935537501550545,0.9946786122497425,0.03638985230046705,1.0622224363676427,0.03184179654737566,0.0,0.0,1.2902654155333656e-05,1.0
grpo,24,96,3072,0,0.9938435020199532,0.994922020688241,0.0348962213996618,1.063716067268448,0.02968745727205655,0.0,0.0,1.10470794828603e-05,0.9375
grpo,25,100,3200,0,0.994221388087703,0.995226027323989,0.033090387646073284,1.0655219010220365,0.03087994324693286,0.0,0.0,1.3229396286638295e-05,0.9375
grpo,26,104,3328,0,0.9945325798310451,0.9954710261532104,0.03164420949877601,1.066968079169334,0.032050904331809266,0.0,0.0,9.670070529636833e-06,1.0
grpo,27,108,3456,0,0.994776816649056,0.9956611728129744,0.030475341656990843,1.0681369470111188,0.03016210581405617,0.0,0.0,7.737543762780224e-06,0.9375
grpo,28,112,3584,0,0.9949467318312935,0.9957926138825302,0.02964574750524194,1.0689665411628677,0.03200725517449135,0.0,0.0,5.13282890155839e-06,1.0
grpo,29,116,3712,0,0.995047673991382,0.9958704743461613,0.02914932059424833,1.0694629680738614,0.03213377139964133,0.0,0.0,2.0060124581034075e-06,1.0
grpo,30,120,3840,0,0.995106353673926,0.9959153731143559,0.02885965101448358,1.0697526376536264,0.03202626824869005,0.0,0.0,8.035615127562606e-07,1.0
grpo,31,124,3968,0,0.9951383974603987,0.9959394257072665,0.028701385801388167,1.0699109028667215,0.03211809103115623,0.0,0.0,3.2190978910392806e-07,1.0
grpo,32,128,4096,0,0.9952938156606528,0.9960565169621366,0.02800891080486958,1.0706033778632402,0.03059824146169886,0.0,0.0,5.307221819513312e-06,0.9375
grpo,33,132,4224,0,0.9954467177112851,0.9961722563255284,0.0273176754315632,1.0712946132365466,0.032161343829835036,0.0,0.0,6.041255099289139e-06,1.0
grpo,34,136,4352,0,0.995632613828223,0.9963388731204754,0.026304842311993197,1.0723074463561164,0.030054410762267475,0.0,0.0,1.2651723947117719e-05,0.9375
grpo,35,140,4480,0,0.995778899044566,0.9964742623477346,0.025461319506572207,1.0731509691615375,0.032188831244907214,0.0,0.0,1.051320253873305e-05,1.0
grpo,36,144,4608,0,0.9958612441226887,0.9965500903748069,0.024978287153323366,1.0736340015147863,0.032244644307322365,0.0,0.0,4.0064415593447026e-06,1.0
grpo,37,148,4736,0,0.9959917120908677,0.9966562907445325,0.02429522749519962,1.0743170611729103,0.030175721380133344,0.0,0.0,8.172995071353513e-06,0.9375
grpo,38,152,4864,0,0.9961003031232862,0.996742894428507,0.02372601339594194,1.074886275272168,0.0324061261271398,0.0,0.0,6.520634283088297e-06,1.0
grpo,39,156,4992,0,0.996159457064025,0.9967901561816261,0.023406914791644584,1.0752053738764653,0.032196294881638166,0.0,0.0,2.5220937235362347e-06,1.0
grpo,40,160,5120,0,0.9961902754443637,0.996814650408267,0.02323560772175077,1.075376680946359,0.0322362061843483,0.0,0.0,1.014709024766357e-06,1.0
grpo,41,164,5248,0,0.9964040419109372,0.9970029349292285,0.022081027130913596,1.0765312615371962,0.02964552056758115,0.0,0.0,8.668477378506365e-06,0.875
grpo,42,168,5376,0,0.9967176930400503,0.9972859321240953,0.020334526630274043,1.0782777620378359,0.02857967228316552,0.0,0.0078125,2.6969645550196725e-05,0.9375
grpo,43,172,5504,0,0.9969363345782221,0.9974812984555725,0.01910059705735053,1.0795116916107592,0.03239204744416636,0.0,0.0,1.5736016624254937e-05,1.0
grpo,44,176,5632,0,0.9970645464656365,0.9975938218188185,0.01837681096393829,1.0802354777041714,0.032456947469513095,0.0,0.0,5.734544748851198e-06,1.0
grpo,45,180,5760,0,0.9971419706077131,0.9976610159175467,0.017939997914193716,1.0806722907539161,0.0324568304644795,0.0,0.0,2.212137291040823e-06,1.0
grpo,46,184,5888,0,0.9971891414207699,0.9977016815070348,0.017674079302230507,1.0809382093658793,0.032487966755826124,0.0,0.0,8.808499307968951e-07,1.0
grpo,47,188,6016,0,0.997217331624201,0.9977259502866276,0.01751484776278884,1.081097440905321,0.0324496356207627,0.0,0.0,3.4901556120795996e-07,1.0
grpo,48,192,6144,0,0.9972330452619687,0.9977395908578488,0.017425070381344564,1.0811872182867652,0.03238538956390871,0.0,0.0,1.3046645992115087e-07,1.0
grpo,49,196,6272,0,0.9972411982519587,0.9977467324338651,0.017378206883074596,1.0812340817850352,0.03249658129213579,0.0,0.0,5.121079287812907e-08,1.0
grpo,50,200,6400,0,0.997291321026685,0.9977856293537085,0.017097951795843037,1.0815143368722666,0.03066294071183128,0.0,0.0,2.1756604368022328e-06,0.9375
grpo,51,204,6528,0,0.9973383265181601,0.9978222643234589,0.01682702229355832,1.0817852663745513,0.03240235648124131,0.0,0.0,2.582918855612847e-06,1.0
grpo,52,208,6656,0,0.997394571187378,0.9978744561640732,0.016430096394589318,1.0821821922735204,0.02931241937660229,0.0,0.0078125,6.047105157725998e-06,0.9375
grpo,53,212,6784,0,0.99743486402299,0.9979130530671908,0.01612538507341342,1.0824869035946965,0.03246937666488118,0.0,0.0,4.672115328775477e-06,1.0
grpo,54,216,6912,0,0.9974544150071143,0.9979319609227418,0.015968579654728213,1.0826437090133816,0.03241625226702336,0.0,0.0,1.6762738746658431e-06,1.0
grpo,55,220,7040,0,0.9974636646523535,0.997941187252134,0.01588719694221112,1.0827250917258988,0.03260012127565664,0.0,0.0,6.408336762633958e-07,1.0
grpo,56,224,7168,0,0.9974670951350502,0.9979450184210825,0.015848696722591444,1.0827635919455185,0.03248847467086604,0.0,0.0,2.5730891533342033e-07,1.0
grpo,57,228,7296,0,0.9974670493126679,0.9979456306987706,0.01583613593223265,1.0827761527358772,0.03252671537644886,0.0,0.0,1.0818571534938895e-07,1.0
grpo,58,232,7424,0,0.9974645379229307,0.997944051102837,0.015840894353772658,1.082771394314337,0.032492333525592935,0.0,0.0,4.8569539176311694e-08,1.0
grpo,59,236,7552,0,0.9974600501280009,0.9979407840196269,0.015858515433708028,1.0827537732344017,0.03244239953569933,0.0,0.0,2.577339900704376e-08,1.0
grpo,60,240,7680,0,0.9974549805155186,0.99793694400635,0.0158812435760287,1.082731045092081,0.032598572811096384,0.0,0.0,1.4400602511750926e-08,1.0
grpo,61,244,7808,0,0.997449411125756,0.9979326364665415,0.015907898670398414,1.0827043899977113,0.03250362286635169,0.0,0.0,9.841999410399678e-09,1.0
grpo,62,248,7936,0,0.997576507443703,0.9980225812846237,0.01534679361551808,1.0832654950525915,0.030642767181103994,0.0,0.0,6.345429818406484e-06,0.9375
grpo,63,252,8064,0,0.997703769376966,0.9981131535560506,0.014767814788982068,1.0838444738791277,0.032536239320922186,0.0,0.0,7.433341744313952e-06,1.0
grpo,64,256,8192,0,0.9978361697250181,0.9982259730036201,0.01400812269345208,1.0846041659746577,0.030261382964854013,0.0,0.0,7.4782898164361885e-06,0.9375
grpo,65,260,8320,0,0.9979917522369883,0.998365093851114,0.013043012975532262,1.0855692756925777,0.030162875793765226,0.0,0.0,1.1758807077197401e-05,0.9375
grpo,66,264,8448,0,0.99810299744286,0.9984639299373168,0.012342646177672386,1.0862696424904374,0.03257637196939557,0.0,0.0,7.241746418669908e-06,1.0
grpo,67,268,8576,0,0.9981674499390891,0.998520722244911,0.011933664597224176,1.0866786240708857,0.03253736581831688,0.0,0.0,2.719790509552175e-06,1.0
grpo,68,272,8704,0,0.9982585803164774,0.9985933735886205,0.011407749563571082,1.0872045391045386,0.03047979185085458,0.0,0.0,4.8629364496847525e-06,0.9375
grpo,69,276,8832,0,0.998332458984701,0.9986512667606454,0.010980949786929258,1.0876313388811805,0.03260996118825649,0.0,0.0,4.17659207596961e-06,1.0
grpo,70,280,8960,0,0.9983745957487601,0.9986844442930866,0.010732005883432143,1.0878802827846776,0.03265200651898372,0.0,0.0,1.565817746103099e-06,1.0
grpo,71,284,9088,0,0.9983989164958368,0.998703624344581,0.010585858266886657,1.0880264304012233,0.03256490994438372,0.0,0.0,6.145245998386656e-07,1.0
grpo,72,288,9216,0,0.9984128836832182,0.9987146307605782,0.010500660074987405,1.0881116285931225,0.03264911262344121,0.0,0.0,2.476238403798808e-07,1.0
grpo,73,292,9344,0,0.9984954679509118,0.9987767071746744,0.010077285056233886,1.088535003611876,0.03109934047178991,0.0,0.0,3.1388634210994314e-06,0.9375
grpo,74,296,9472,0,0.9985763525512492,0.9988378076195451,0.009656264921761326,1.0889560237463485,0.03265709125105273,0.0,0.0,3.71760274573612e-06,1.0
grpo,75,300,9600,0,0.9986236163149765,0.9988737165374346,0.009405164298451726,1.089207124369658,0.032685768031758856,0.0,0.0,1.4124963230201352e-06,1.0
grpo,76,304,9728,0,0.9986520416059139,0.9988953634267721,0.009252462203637058,1.0893598264644728,0.03270200322664387,0.0,0.0,5.547811409869833e-07,1.0
grpo,77,308,9856,0,0.9986690980222528,0.9989083346450099,0.009160485630758552,1.0894518030373512,0.03264772231103516,0.0,0.0,2.1827091322055424e-07,1.0
grpo,78,312,9984,0,0.9986790857141765,0.9989158962377251,0.009106731562310021,1.0895055571057997,0.032666715937884505,0.0,0.0,8.60791563726299e-08,1.0
grpo,79,316,10112,0,0.9986847844379475,0.9989201621654902,0.009076444728313697,1.0895358439397962,0.032708080000672185,0.0,0.0,3.3711086458559574e-08,1.0
grpo,80,320,10240,0,0.9986877607399112,0.9989223184521284,0.009061252199261157,1.0895510364688485,0.032689437212433274,0.0,0.0,1.2415496528576288e-08,1.0
grpo,81,324,10368,0,0.9986888627195114,0.9989230390185888,0.009056335295038407,1.0895559533730714,0.032679566117932476,0.0,0.0,4.7860164866623885e-09,1.0
grpo,82,328,10496,0,0.9986888289373017,0.9989229033568449,0.009057574218919047,1.0895547144491908,0.03272079611129252,0.0,0.0,2.2866058457254815e-09,1.0
grpo,83,332,10624,0,0.9986881083176102,0.9989222331825662,0.009062675590364491,1.0895496130777453,0.03270887069639305,0.0,0.0,1.1904573538859742e-09,1.0
grpo,84,336,10752,0,0.9986867754828199,0.9989210916310466,0.00907115011573745,1.0895411385523723,0.03267104077275624,0.0,0.0,1.1239185790249773e-09,1.0
grpo,85,340,10880,0,0.9986849466379308,0.9989195736023605,0.009082287130903874,1.089530001537206,0.03267544135188159,0.0,0.0,1.4691872876664988e-09,1.0
grpo,86,344,11008,0,0.9986828290661534,0.9989178257695372,0.009095064824727083,1.0895172238433828,0.0326776749314419,0.0,0.0,1.6925726199552427e-09,1.0
grpo,87,348,11136,0,0.9986805110476791,0.9989158991292595,0.009109119221827326,1.0895031694462827,0.032666324071771925,0.0,0.0,1.889640603137073e-09,1.0
grpo,88,352,11264,0,0.998703410648859,0.9989328662194525,0.00896832412121848,1.0896439645468914,0.030336984774157548,0.0,0.0,1.620241438174034e-06,0.9375
grpo,89,356,11392,0,0.9987252699738081,0.9989492822494731,0.008828822193660206,1.0897834664744495,0.032740618796866724,0.0,0.0,1.7828064224441823e-06,1.0
grpo,90,360,11520,0,0.9987364767572213,0.9989577469091976,0.008754262011804851,1.089858026656305,0.032699093276582554,0.0,0.0,6.454371128162905e-07,1.0
grpo,91,364,11648,0,0.9987420463185522,0.9989619166622735,0.008715524518657373,1.0898967641494526,0.032674384383394615,0.0,0.0,2.4985604365203446e-07,1.0
grpo,92,368,11776,0,0.9987444494811528,0.9989636582493411,0.008697389592188609,1.089914899075921,0.03269354219891272,0.0,0.0,1.0143171667725904e-07,1.0
grpo,93,372,11904,0,0.9987449231042507,0.9989639112283136,0.008691938846132875,1.089920349821977,0.03267886941522172,0.0,0.0,4.3006950849526467e-08,1.0
grpo,94,376,12032,0,0.9987442599674483,0.998963299972214,0.008693982573973861,1.0899183060941358,0.032713087223778234,0.0,0.0,1.9175870258450707e-08,1.0
grpo,95,380,12160,0,0.998742925689847,0.9989621695289752,0.008700600153003755,1.089911688515106,0.03270541354869973,0.0,0.0,9.2639455728175e-09,1.0
grpo,96,384,12288,0,0.9987412570787206,0.9989607721721783,0.008709708056563098,1.0899025806115468,0.03273219947818766,0.0,0.0,4.912429316648794e-09,1.0
grpo,97,388,12416,0,0.9987394668532147,0.9989592861923096,0.008719881976685445,1.0898924066914244,0.03273857261256757,0.0,0.0,2.912051057447951e-09,1.0
grpo,98,392,12544,0,0.9987373786063646,0.998957533722483,0.00873220822864277,1.089880080439467,0.032661247136459876,0.0,0.0,2.485617967759111e-09,1.0
grpo,99,396,12672,0,0.9987351712927865,0.9989556772723638,0.008745420372854995,1.089866868295255,0.032739689819219556,0.0,0.0,2.227668323659543e-09,1.0
grpo,100,400,12800,0,0.9987328545752381,0.9989537442506395,0.00875929657269043,1.0898529920954192,0.0326907360224168,0.0,0.0,2.1363315292972573e-09,1.0
grpo,101,404,12928,0,0.9987305135032627,0.9989517901893064,0.0087734251057216,1.0898388635623881,0.032722039768567114,0.0,0.0,2.06454014628892e-09,1.0
grpo,102,408,13056,0,0.9987278669860928,0.9989495896820422,0.008789298911608833,1.089822989756501,0.03263998032606601,0.0,0.0,2.5531053522552842e-09,1.0
grpo,103,412,13184,0,0.9987251074470249,0.9989472849079861,0.00880591229991339,1.0898063763681964,0.03270642889669333,0.0,0.0,2.8044875549014146e-09,1.0
grpo,104,416,13312,0,0.9987222735463364,0.9989449091756896,0.008823010112787444,1.0897892785553223,0.032678943965665105,0.0,0.0,3.0509956190153013e-09,1.0
grpo,105,420,13440,0,0.998719354579195,0.9989424544476183,0.008840645879165375,1.0897716427889443,0.032686044952028134,0.0,0.0,3.3680867141409837e-09,1.0
grpo,106,424,13568,0,0.9987162880248711,0.9989398737871729,0.008859173276146184,1.0897531153919635,0.03265269077929755,0.0,0.0,3.735363574782496e-09,1.0
grpo,107,428,13696,0,0.9987132976772223,0.9989373757820614,0.008877149868296293,1.0897351387998135,0.03272403530571763,0.0,0.0,3.291401631021068e-09,1.0
grpo,108,432,13824,0,0.9987101738940825,0.9989347743062111,0.0088958214282745,1.0897164672398354,0.03264839262317114,0.0,0.0,3.6441169040665012e-09,1.0
grpo,109,436,13952,0,0.9987071345569025,0.9989322559540954,0.008913898854091634,1.0896983898140182,0.03273988632685068,0.0,0.0,3.3851708486131615e-09,1.0
grpo,110,440,14080,0,0.998704049612355,0.9989297094046204,0.008932177216067967,1.0896801114520418,0.03266236791624144,0.0,0.0,3.428557604924221e-09,1.0
grpo,111,444,14208,0,0.9987010270328903,0.9989272159723274,0.008950138716272395,1.0896621499518375,0.03271346624325879,0.0,0.0,3.133105385387586e-09,1.0
grpo,112,448,14336,0,0.9986981978292561,0.9989248676265584,0.008967103803194272,1.0896451848649156,0.03273057866969546,0.0,0.0,2.7132785518402e-09,1.0
grpo,113,452,14464,0,0.9986955575448775,0.9989226496758883,0.008983156653799045,1.089629132014311,0.032738140376198245,0.0,0.0,2.436450614015521e-09,1.0
grpo,114,456,14592,0,0.9986926325673727,0.9989201930210603,0.009000869414487541,1.0896114192536224,0.03263106230905206,0.0,0.0,3.0538741226591405e-09,1.0
grpo,115,460,14720,0,0.9986895250838523,0.9989176136976501,0.009019452010891684,1.089592836657218,0.03269569919951332,0.0,0.0,3.2854008169078444e-09,1.0
grpo,116,464,14848,0,0.9987331907375602,0.9989552709711828,0.008739912881157112,1.0898723757869524,0.029940604499328144,0.0,0.0078125,3.0358886879190233e-06,0.9375
grpo,117,468,14976,0,0.9987774613573366,0.9989924952114635,0.008459471779404005,1.0901528168887058,0.032772994003855783,0.0,0.0,3.315839806613244e-06,1.0
grpo,118,472,15104,0,0.9988025703455572,0.9990131832427087,0.008301465845288196,1.0903108228228215,0.03271649371367733,0.0,0.0,1.180428400171881e-06,1.0
grpo,119,476,15232,0,0.9988169519708935,0.9990248520734902,0.008211303194509668,1.0904009854736003,0.03270782248371693,0.0,0.0,4.457039906358562e-07,1.0
grpo,120,480,15360,0,0.9988252368613543,0.9990314815282928,0.008159542943892876,1.090452745724217,0.032773108800449445,0.0,0.0,1.758443622083082e-07,1.0
